,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_value,reviews_per_month
217,45223205,2022-09-28,89221142,t,Pacific Grove,36.61233,-121.91504,Entire home/apt,False,False,$216.00,52,2022-09-22,4.94,4.88,4.79,2.23
218,45344565,2022-09-28,288393066,f,Pacific Grove,36.61083,-121.91736,Entire home/apt,False,False,$130.00,1,2021-06-07,5.0,5.0,4.0,0.06
219,45441906,2022-09-28,367581681,f,Pacific Grove,36.60938,-121.90146,Private room,False,False,$66.00,3,2021-10-29,4.33,5.0,5.0,0.17
220,45710558,2022-09-28,362440360,t,Pacific Grove,36.61781,-121.90594,Entire home/apt,False,False,$140.00,8,2022-08-02,5.0,5.0,5.0,0.39
221,45916875,2022-09-28,367581681,f,Pacific Grove,36.6098,-121.90266,Private room,False,False,$63.00,6,2022-09-09,5.0,4.83,5.0,0.27
222,46454838,2022-09-29,64966396,t,Pacific Grove,36.62128,-121.91839,Entire home/apt,False,False,$188.00,8,2022-09-19,5.0,5.0,4.75,0.42
223,46561318,2022-09-28,140243627,t,Pacific Grove,36.62142,-121.91193,Entire home/apt,False,False,$454.00,25,2022-08-28,4.92,5.0,4.8,1.28
224,46574275,2022-09-28,5272935,f,Pacific Grove,36.62383,-121.92613,Entire home/apt,False,False,$145.00,4,2022-07-15,4.75,5.0,4.25,0.25
225,46927425,2022-09-28,362440360,t,Pacific Grove,36.61802,-121.90698,Entire home/apt,False,False,$155.00,4,2021-11-08,5.0,5.0,5.0,0.24
226,47070669,2022-09-28,4380121,t,Pacific Grove,36.59122,-121.92068,Private room,False,False,$269.00,4,2022-08-21,4.75,5.0,4.75,0.37
227,47812203,2022-09-28,140243627,t,Pacific Grove,36.59121,-121.95233,Entire home/apt,False,False,$430.00,0,,,,,
228,47812234,2022-09-29,140243627,t,Pacific Grove,36.62445,-121.91735,Entire home/apt,False,False,$775.00,15,2022-08-14,5.0,5.0,4.87,0.74
229,47837989,2022-09-28,101307468,t,Pacific Grove,36.58411,-121.91988,Entire home/apt,False,False,$672.00,41,2022-08-06,4.85,4.8,4.63,2.07
230,47886609,2022-09-29,386001658,f,Pacific Grove,36.60408,-121.94938,Entire home/apt,False,False,"$1,400.00",19,2022-09-25,4.95,5.0,4.79,0.95
231,48185087,2022-09-28,46785054,t,Pacific Grove,36.62364,-121.91627,Private room,False,False,$425.00,18,2022-08-26,5.0,5.0,5.0,0.99
232,48281357,2022-09-28,46785054,t,Pacific Grove,36.62362,-121.91501,Private room,False,False,$385.00,3,2021-11-04,5.0,5.0,4.67,0.19
233,48569542,2022-09-28,69588791,f,Pacific Grove,36.6224,-121.91802,Entire home/apt,False,False,$289.00,5,2022-08-11,4.8,4.8,4.4,0.27
234,48803024,2022-09-28,140243627,t,Pacific Grove,36.6225,-121.92173,Entire home/apt,False,False,$291.00,0,,,,,
235,48803070,2022-09-29,140243627,t,Pacific Grove,36.62355,-121.91991,Entire home/apt,False,False,$749.00,12,2022-07-25,4.92,5.0,4.58,0.81
236,48995459,2022-09-28,110664679,t,Pacific Grove,36.62638,-121.92085,Entire home/apt,False,False,$407.00,102,2022-09-18,4.9,4.93,4.7,5.8
237,49278348,2022-09-28,234132168,t,Pacific Grove,36.61911,-121.91423,Entire home/apt,False,False,$125.00,8,2022-04-27,5.0,5.0,4.88,0.49
238,49413685,2022-09-28,140243627,t,Pacific Grove,36.62338,-121.91964,Entire home/apt,False,False,$454.00,25,2022-08-02,4.96,4.92,4.4,1.51
239,49417292,2022-09-28,4027409,f,Pacific Grove,36.61894,-121.92359,Entire home/apt,False,False,$120.00,2,2022-05-09,5.0,5.0,5.0,0.15
240,49465413,2022-09-28,398938178,f,Pacific Grove,36.60868,-121.91374,Entire home/apt,False,False,$361.00,0,,,,,
241,49950545,2022-09-28,152844993,t,Pacific Grove,36.6233,-121.91462,Entire home/apt,False,False,$459.00,85,2022-09-26,4.99,5.0,4.81,5.25
242,50000524,2022-09-28,140243627,t,Pacific Grove,36.62217,-121.91724,Entire home/apt,False,False,$265.00,0,,,,,
243,50462307,2022-09-28,154896480,t,Pacific Grove,36.62114,-121.90906,Entire home/apt,False,False,$157.00,8,2022-09-27,4.88,5.0,4.5,0.55
244,50567200,2022-09-28,161014914,t,Pacific Grove,36.63355,-121.92461,Entire home/apt,False,False,$307.00,2,2022-04-25,5.0,5.0,4.5,0.29
245,50644689,2022-09-28,340889790,f,Pacific Grove,36.58567,-121.91198,Entire home/apt,False,False,$104.00,1,2022-08-05,5.0,5.0,5.0,0.55
246,50705750,2022-09-29,262861057,f,Pacific Grove,36.61317,-121.93922,Entire home/apt,False,False,$500.00,0,,,,,
247,50707285,2022-09-28,10752409,f,Pacific Grove,36.6029,-121.93214,Private room,False,False,$62.00,58,2022-09-14,4.71,4.72,4.59,4.55
248,50864098,2022-09-29,140243627,t,Pacific Grove,36.61338,-121.9102,Entire home/apt,False,False,$193.00,1,2022-07-01,5.0,5.0,5.0,0.33
249,50864110,2022-09-28,140243627,t,Pacific Grove,36.63487,-121.93151,Entire home/apt,False,False,$289.00,0,,,,,
250,50903017,2022-09-28,161014914,t,Pacific Grove,36.59767,-121.93579,Entire home/apt,False,False,$641.00,35,2022-09-05,4.97,4.94,4.66,2.41
251,51003171,2022-09-28,343316498,f,Pacific Grove,36.62211,-121.91985,Entire home/apt,True,True,$195.00,1,2022-08-11,5.0,5.0,4.0,0.61
252,51018456,2022-09-28,140243627,t,Pacific Grove,36.59864,-121.94362,Entire home/apt,False,False,$291.00,0,,,,,
253,51038675,2022-09-28,46785054,t,Pacific Grove,36.6234,-121.91471,Private room,False,False,$455.00,1,2021-08-19,5.0,5.0,4.0,0.07
254,51040625,2022-09-28,46785054,t,Pacific Grove,36.625,-121.91484,Private room,False,False,$355.00,6,2022-04-23,4.83,5.0,4.17,0.49
255,51086425,2022-09-28,128301422,t,Pacific Grove,36.60591,-121.92037,Entire home/apt,False,False,$378.00,36,2022-09-11,4.94,4.75,4.47,2.64
256,51302281,2022-09-28,415466441,t,Pacific Grove,36.603394,-121.935768,Shared room,False,False,$507.00,22,2022-09-12,4.64,4.91,4.68,1.61
257,51351238,2022-09-28,226221616,t,Pacific Grove,36.61387,-121.90876,Entire home/apt,False,False,$195.00,8,2022-08-31,5.0,5.0,5.0,0.68
258,51453956,2022-09-28,173453999,f,Pacific Grove,36.59502,-121.94451,Private room,False,False,$310.00,12,2022-09-11,4.92,4.92,4.58,3.56
259,51502367,2022-09-28,126644773,f,Pacific Grove,36.59951,-121.89826,Entire home/apt,False,False,$164.00,1,2022-07-07,5.0,5.0,5.0,0.36
260,51667715,2022-09-28,418588927,f,Pacific Grove,36.59167,-121.92148,Entire home/apt,False,False,$464.00,0,,,,,
261,52060270,2022-09-28,413598430,f,Pacific Grove,36.58905,-121.94028,Entire home/apt,False,False,$276.00,37,2022-08-20,4.89,4.97,4.7,2.96
262,52232739,2022-09-28,140243627,t,Pacific Grove,36.62046,-121.91657,Entire home/apt,False,False,$374.00,0,,,,,
263,52454640,2022-09-28,45855207,t,Pacific Grove,36.60336,-121.90123,Private room,False,False,$149.00,2,2022-08-19,5.0,5.0,5.0,0.45
264,52632400,2022-09-28,161014914,t,Pacific Grove,36.61216,-121.91206,Entire home/apt,False,False,$291.00,0,,,,,
265,52717085,2022-09-28,354467346,t,Pacific Grove,36.60996,-121.91519,Entire home/apt,False,False,$111.00,0,,,,,
