,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_value,reviews_per_month
2234,22592721,2022-09-07,131200418,t,Inner Sunset,37.76377,-122.47286,Entire home/apt,False,False,$140.00,5,2021-09-02,4.8,5.0,5.0,0.09
2235,21136811,2022-09-07,22718824,t,Inner Richmond,37.77707,-122.46633,Private room,False,False,$208.00,98,2022-07-15,4.96,4.76,4.76,1.73
2236,21165478,2022-09-07,758670,t,Haight Ashbury,37.77635,-122.44205,Entire home/apt,False,False,$235.00,60,2022-07-28,4.92,4.97,4.8,1.08
2237,22597536,2022-09-07,4430421,f,Downtown/Civic Center,37.78428,-122.41592,Entire home/apt,False,False,$91.00,1,2019-07-01,5.0,4.0,4.0,0.03
2238,22609372,2022-09-07,1892430,f,Haight Ashbury,37.76909,-122.4436,Entire home/apt,False,False,$105.00,6,2022-03-31,4.33,4.67,4.33,0.12
2239,22626810,2022-09-07,1257432,f,Downtown/Civic Center,37.77844,-122.42248,Entire home/apt,False,False,$140.00,4,2022-08-02,4.5,4.5,4.75,0.08
2240,22630205,2022-09-07,1692184,f,Nob Hill,37.79591,-122.41053,Entire home/apt,False,False,$150.00,0,,,,,
2241,22652071,2022-09-07,1892430,f,Haight Ashbury,37.76909,-122.4436,Entire home/apt,False,False,$125.00,3,2022-06-25,4.0,4.67,4.67,0.12
2242,22653093,2022-09-07,4430421,f,Downtown/Civic Center,37.78497,-122.41447,Entire home/apt,False,False,$89.00,5,2020-05-18,4.8,4.6,4.6,0.09
2243,22662336,2022-09-07,131200418,t,Inner Sunset,37.76515,-122.47091,Private room,False,False,$65.00,4,2020-01-18,4.75,5.0,4.5,0.08
2244,22665446,2022-09-07,2990879,f,Bernal Heights,37.7410985,-122.4137425,Entire home/apt,False,False,$576.00,19,2022-07-22,4.84,4.89,4.74,0.34
2245,22676805,2022-09-07,110078968,t,Haight Ashbury,37.77076,-122.44548,Entire home/apt,False,False,$69.00,12,2022-08-21,4.83,5.0,4.58,0.25
2246,23293773,2022-09-07,48005494,f,South of Market,37.7753,-122.39526,Entire home/apt,False,False,$277.00,4,2022-01-07,4.5,5.0,4.5,0.11
2247,23293823,2022-09-07,173425402,t,South of Market,37.77974,-122.39782,Private room,False,False,$138.00,104,2022-08-13,5.0,4.89,4.96,1.87
2248,23294130,2022-09-07,173206762,f,Downtown/Civic Center,37.78735,-122.40703,Private room,False,False,$149.00,8,2019-01-06,4.38,4.75,4.63,0.15
